time[s],q_0[mm],q_2[mm]
0.0000000000,-0.0000000000,0.0000000000
0.0100000000,-0.0000590000,0.0000000000
0.0200000000,-0.0002370000,0.0000000000
0.0300000000,-0.0005330000,0.0000000000
0.0400000000,-0.0009470000,0.0000000000
0.0500000000,-0.0014800000,0.0000000000
0.0600000000,-0.0021320000,0.0000000000
0.0700000000,-0.0029010000,0.0000000000
0.0800000000,-0.0037890000,0.0000000000
0.0900000000,-0.0047950000,0.0000000000
0.1000000000,-0.0059200000,0.0000000000
0.1100000000,-0.0071620000,0.0000000000
0.1200000000,-0.0085230000,0.0000000000
0.1300000000,-0.0100020000,0.0000000000
0.1400000000,-0.0115990000,0.0000000000
0.1500000000,-0.0133140000,0.0000000000
0.1600000000,-0.0151470000,0.0000000000
0.1700000000,-0.0170980000,0.0000000000
0.1800000000,-0.0191660000,0.0000000000
0.1900000000,-0.0213520000,0.0000000000
0.2000000000,-0.0236560000,0.0000000000
0.2100000000,-0.0260770000,0.0000000000
0.2200000000,-0.0286160000,0.0000000000
0.2300000000,-0.0312720000,0.0000000000
0.2400000000,-0.0340450000,0.0000000000
0.2500000000,-0.0369350000,0.0000000000
0.2600000000,-0.0399420000,0.0000000000
0.2700000000,-0.0430660000,0.0000000000
0.2800000000,-0.0463070000,0.0000000000
0.2900000000,-0.0496640000,0.0000000000
0.3000000000,-0.0531380000,0.0000000000
0.3100000000,-0.0567280000,0.0000000000
0.3200000000,-0.0604350000,0.0000000000
0.3300000000,-0.0642570000,0.0000000000
0.3400000000,-0.0681960000,0.0000000000
0.3500000000,-0.0722500000,0.0000000000
0.3600000000,-0.0764190000,0.0000000000
0.3700000000,-0.0807040000,0.0000000000
0.3800000000,-0.0851050000,0.0000000000
0.3900000000,-0.0896200000,0.0000000000
0.4000000000,-0.0942510000,0.0000000000
0.4100000000,-0.0989960000,0.0000000000
0.4200000000,-0.1038550000,0.0000000000
0.4300000000,-0.1088290000,0.0000000000
0.4400000000,-0.1139170000,0.0000000000
0.4500000000,-0.1191190000,0.0000000000
0.4600000000,-0.1244350000,0.0000000000
0.4700000000,-0.1298640000,0.0000000000
0.4800000000,-0.1354060000,0.0000000000
0.4900000000,-0.1410620000,0.0000000000
0.5000000000,-0.1468300000,0.0000000000
0.5100000000,-0.1527120000,0.0000000000
0.5200000000,-0.1587050000,0.0000000000
0.5300000000,-0.1648110000,0.0000000000
0.5400000000,-0.1710280000,0.0000000000
0.5500000000,-0.1773580000,0.0000000000
0.5600000000,-0.1837980000,0.0000000000
0.5700000000,-0.1903500000,0.0000000000
0.5800000000,-0.1970130000,0.0000000000
0.5900000000,-0.2037870000,0.0000000000
0.6000000000,-0.2106710000,0.0000000000
0.6100000000,-0.2176650000,0.0000000000
0.6200000000,-0.2247680000,0.0000000000
0.6300000000,-0.2319820000,0.0000000000
0.6400000000,-0.2393040000,0.0000000000
0.6500000000,-0.2467360000,0.0000000000
0.6600000000,-0.2542760000,0.0000000000
0.6700000000,-0.2619250000,0.0000000000
0.6800000000,-0.2696820000,0.0000000000
0.6900000000,-0.2775470000,0.0000000000
0.7000000000,-0.2855190000,0.0000000000
0.7100000000,-0.2935980000,0.0000000000
0.7200000000,-0.3017840000,0.0000000000
0.7300000000,-0.3100770000,0.0000000000
0.7400000000,-0.3184760000,0.0000000000
0.7500000000,-0.3269800000,0.0000000000
0.7600000000,-0.3355910000,0.0000000000
0.7700000000,-0.3443060000,0.0000000000
0.7800000000,-0.3531260000,0.0000000000
0.7900000000,-0.3620510000,0.0000000000
0.8000000000,-0.3710800000,0.0000000000
0.8100000000,-0.3802130000,0.0000000000
0.8200000000,-0.3894490000,0.0000000000
0.8300000000,-0.3987880000,0.0000000000
0.8400000000,-0.4082300000,0.0000000000
0.8500000000,-0.4177740000,0.0000000000
0.8600000000,-0.4274200000,0.0000000000
0.8700000000,-0.4371680000,0.0000000000
0.8800000000,-0.4470170000,0.0000000000
0.8900000000,-0.4569660000,0.0000000000
0.9000000000,-0.4670160000,0.0000000000
0.9100000000,-0.4771660000,0.0000000000
0.9200000000,-0.4874160000,0.0000000000
0.9300000000,-0.4977650000,0.0000000000
0.9400000000,-0.5082120000,0.0000000000
0.9500000000,-0.5187580000,0.0000000000
0.9600000000,-0.5294020000,0.0000000000
0.9700000000,-0.5401440000,0.0000000000
0.9800000000,-0.5509820000,0.0000000000
0.9900000000,-0.5619180000,0.0000000000
1.0000000000,-0.5729490000,0.0000000000
1.0100000000,-0.5840760000,0.0000000000
1.0200000000,-0.5952990000,0.0000000000
1.0300000000,-0.6066170000,0.0000000000
1.0400000000,-0.6180290000,0.0000000000
1.0500000000,-0.6295350000,0.0000000000
1.0600000000,-0.6411350000,0.0000000000
1.0700000000,-0.6528280000,0.0000000000
1.0800000000,-0.6646130000,0.0000000000
1.0900000000,-0.6764910000,0.0000000000
1.1000000000,-0.6884600000,0.0000000000
1.1100000000,-0.7005210000,0.0000000000
1.1200000000,-0.7126720000,0.0000000000
1.1300000000,-0.7249140000,0.0000000000
1.1400000000,-0.7372460000,0.0000000000
1.1500000000,-0.7496670000,0.0000000000
1.1600000000,-0.7621770000,0.0000000000
1.1700000000,-0.7747750000,0.0000000000
1.1800000000,-0.7874610000,0.0000000000
1.1900000000,-0.8002340000,0.0000000000
1.2000000000,-0.8130940000,0.0000000000
1.2100000000,-0.8260410000,0.0000000000
1.2200000000,-0.8390730000,0.0000000000
1.2300000000,-0.8521910000,0.0000000000
1.2400000000,-0.8653930000,0.0000000000
1.2500000000,-0.8786800000,0.0000000000
1.2600000000,-0.8920500000,0.0000000000
1.2700000000,-0.9055040000,0.0000000000
1.2800000000,-0.9190400000,0.0000000000
1.2900000000,-0.9326590000,0.0000000000
1.3000000000,-0.9463590000,0.0000000000
1.3100000000,-0.9601400000,0.0000000000
1.3200000000,-0.9740020000,0.0000000000
1.3300000000,-0.9879430000,0.0000000000
1.3400000000,-1.0019640000,0.0000000000
1.3500000000,-1.0160640000,0.0000000000
1.3600000000,-1.0302430000,0.0000000000
1.3700000000,-1.0444990000,0.0000000000
1.3800000000,-1.0588320000,0.0000000000
1.3900000000,-1.0732420000,0.0000000000
1.4000000000,-1.0877280000,0.0000000000
1.4100000000,-1.1022900000,0.0000000000
1.4200000000,-1.1169260000,0.0000000000
1.4300000000,-1.1316370000,0.0000000000
1.4400000000,-1.1464210000,0.0000000000
1.4500000000,-1.1612790000,0.0000000000
1.4600000000,-1.1762090000,0.0000000000
1.4700000000,-1.1912110000,0.0000000000
1.4800000000,-1.2062850000,0.0000000000
1.4900000000,-1.2214300000,0.0000000000
1.5000000000,-1.2366440000,0.0000000000
1.5100000000,-1.2519290000,0.0000000000
1.5200000000,-1.2672820000,0.0000000000
1.5300000000,-1.2827040000,0.0000000000
1.5400000000,-1.2981930000,0.0000000000
1.5500000000,-1.3137500000,0.0000000000
1.5600000000,-1.3293730000,0.0000000000
1.5700000000,-1.3450620000,0.0000000000
1.5800000000,-1.3608170000,0.0000000000
1.5900000000,-1.3766360000,0.0000000000
1.6000000000,-1.3925200000,0.0000000000
1.6100000000,-1.4084660000,0.0000000000
1.6200000000,-1.4244760000,0.0000000000
1.6300000000,-1.4405480000,0.0000000000
1.6400000000,-1.4566810000,0.0000000000
1.6500000000,-1.4728760000,0.0000000000
1.6600000000,-1.4891300000,0.0000000000
1.6700000000,-1.5054450000,0.0000000000
1.6800000000,-1.5218180000,0.0000000000
1.6900000000,-1.5382500000,0.0000000000
1.7000000000,-1.5547390000,0.0000000000
1.7100000000,-1.5712850000,0.0000000000
1.7200000000,-1.5878880000,0.0000000000
1.7300000000,-1.6045470000,0.0000000000
1.7400000000,-1.6212600000,0.0000000000
1.7500000000,-1.6380290000,0.0000000000
1.7600000000,-1.6548500000,0.0000000000
1.7700000000,-1.6717250000,0.0000000000
1.7800000000,-1.6886530000,0.0000000000
1.7900000000,-1.7056320000,0.0000000000
1.8000000000,-1.7226620000,0.0000000000
1.8100000000,-1.7397430000,0.0000000000
1.8200000000,-1.7568730000,0.0000000000
1.8300000000,-1.7740530000,0.0000000000
1.8400000000,-1.7912810000,0.0000000000
1.8500000000,-1.8085560000,0.0000000000
1.8600000000,-1.8258790000,0.0000000000
1.8700000000,-1.8432480000,0.0000000000
1.8800000000,-1.8606630000,0.0000000000
1.8900000000,-1.8781220000,0.0000000000
1.9000000000,-1.8956260000,0.0000000000
1.9100000000,-1.9131740000,0.0000000000
1.9200000000,-1.9307640000,0.0000000000
1.9300000000,-1.9483970000,0.0000000000
1.9400000000,-1.9660710000,0.0000000000
1.9500000000,-1.9837860000,0.0000000000
1.9600000000,-2.0015410000,0.0000000000
1.9700000000,-2.0193360000,0.0000000000
1.9800000000,-2.0371690000,0.0000000000
1.9900000000,-2.0550400000,0.0000000000
2.0000000000,-2.0729490000,0.0000000000
2.0100000000,-2.0908940000,0.0000000000
2.0200000000,-2.1088750000,0.0000000000
2.0300000000,-2.1268910000,0.0000000000
2.0400000000,-2.1449420000,0.0000000000
2.0500000000,-2.1630270000,0.0000000000
2.0600000000,-2.1811440000,0.0000000000
2.0700000000,-2.1992940000,0.0000000000
2.0800000000,-2.2174750000,0.0000000000
2.0900000000,-2.2356880000,0.0000000000
2.1000000000,-2.2539300000,0.0000000000
2.1100000000,-2.2722020000,0.0000000000
2.1200000000,-2.2905030000,0.0000000000
2.1300000000,-2.3088320000,0.0000000000
2.1400000000,-2.3271880000,0.0000000000
2.1500000000,-2.3455700000,0.0000000000
2.1600000000,-2.3639790000,0.0000000000
2.1700000000,-2.3824120000,0.0000000000
2.1800000000,-2.4008700000,0.0000000000
2.1900000000,-2.4193520000,0.0000000000
2.2000000000,-2.4378560000,0.0000000000
2.2100000000,-2.4563830000,0.0000000000
2.2200000000,-2.4749310000,0.0000000000
2.2300000000,-2.4935000000,0.0000000000
2.2400000000,-2.5120890000,0.0000000000
2.2500000000,-2.5306970000,0.0000000000
2.2600000000,-2.5493230000,0.0000000000
2.2700000000,-2.5679680000,0.0000000000
2.2800000000,-2.5866290000,0.0000000000
2.2900000000,-2.6053070000,0.0000000000
2.3000000000,-2.6240000000,0.0000000000
2.3100000000,-2.6427090000,0.0000000000
2.3200000000,-2.6614310000,0.0000000000
2.3300000000,-2.6801670000,0.0000000000
2.3400000000,-2.6989150000,0.0000000000
2.3500000000,-2.7176750000,0.0000000000
2.3600000000,-2.7364460000,0.0000000000
2.3700000000,-2.7552280000,0.0000000000
2.3800000000,-2.7740200000,0.0000000000
2.3900000000,-2.7928200000,0.0000000000
2.4000000000,-2.8116280000,0.0000000000
2.4100000000,-2.8304440000,0.0000000000
2.4200000000,-2.8492670000,0.0000000000
2.4300000000,-2.8680960000,0.0000000000
2.4400000000,-2.8869290000,0.0000000000
2.4500000000,-2.9057680000,0.0000000000
2.4600000000,-2.9246100000,0.0000000000
2.4700000000,-2.9434550000,0.0000000000
2.4800000000,-2.9623020000,0.0000000000
2.4900000000,-2.9811510000,0.0000000000
2.5000000000,-3.0000000000,0.0000000000
2.5100000000,-3.0188490000,0.0000000000
2.5200000000,-3.0376980000,0.0000000000
2.5300000000,-3.0565450000,0.0000000000
2.5400000000,-3.0753900000,0.0000000000
2.5500000000,-3.0942320000,0.0000000000
2.5600000000,-3.1130710000,0.0000000000
2.5700000000,-3.1319040000,0.0000000000
2.5800000000,-3.1507330000,0.0000000000
2.5900000000,-3.1695560000,0.0000000000
2.6000000000,-3.1883720000,0.0000000000
2.6100000000,-3.2071800000,0.0000000000
2.6200000000,-3.2259800000,0.0000000000
2.6300000000,-3.2447720000,0.0000000000
2.6400000000,-3.2635540000,0.0000000000
2.6500000000,-3.2823250000,0.0000000000
2.6600000000,-3.3010850000,0.0000000000
2.6700000000,-3.3198330000,0.0000000000
2.6800000000,-3.3385690000,0.0000000000
2.6900000000,-3.3572910000,0.0000000000
2.7000000000,-3.3760000000,0.0000000000
2.7100000000,-3.3946930000,0.0000000000
2.7200000000,-3.4133710000,0.0000000000
2.7300000000,-3.4320320000,0.0000000000
2.7400000000,-3.4506770000,0.0000000000
2.7500000000,-3.4693030000,0.0000000000
2.7600000000,-3.4879110000,0.0000000000
2.7700000000,-3.5065000000,0.0000000000
2.7800000000,-3.5250690000,0.0000000000
2.7900000000,-3.5436170000,0.0000000000
2.8000000000,-3.5621440000,0.0000000000
2.8100000000,-3.5806480000,0.0000000000
2.8200000000,-3.5991300000,0.0000000000
2.8300000000,-3.6175880000,0.0000000000
2.8400000000,-3.6360210000,0.0000000000
2.8500000000,-3.6544300000,0.0000000000
2.8600000000,-3.6728120000,0.0000000000
2.8700000000,-3.6911680000,0.0000000000
2.8800000000,-3.7094970000,0.0000000000
2.8900000000,-3.7277980000,0.0000000000
2.9000000000,-3.7460700000,0.0000000000
2.9100000000,-3.7643120000,0.0000000000
2.9200000000,-3.7825250000,0.0000000000
2.9300000000,-3.8007060000,0.0000000000
2.9400000000,-3.8188560000,0.0000000000
2.9500000000,-3.8369730000,0.0000000000
2.9600000000,-3.8550580000,0.0000000000
2.9700000000,-3.8731090000,0.0000000000
2.9800000000,-3.8911250000,0.0000000000
2.9900000000,-3.9091060000,0.0000000000
3.0000000000,-3.9270510000,0.0000000000
3.0100000000,-3.9449600000,0.0000000000
3.0200000000,-3.9628310000,0.0000000000
3.0300000000,-3.9806640000,0.0000000000
3.0400000000,-3.9984590000,0.0000000000
3.0500000000,-4.0162140000,0.0000000000
3.0600000000,-4.0339290000,0.0000000000
3.0700000000,-4.0516030000,0.0000000000
3.0800000000,-4.0692360000,0.0000000000
3.0900000000,-4.0868260000,0.0000000000
3.1000000000,-4.1043740000,0.0000000000
3.1100000000,-4.1218780000,0.0000000000
3.1200000000,-4.1393370000,0.0000000000
3.1300000000,-4.1567520000,0.0000000000
3.1400000000,-4.1741210000,0.0000000000
3.1500000000,-4.1914440000,0.0000000000
3.1600000000,-4.2087190000,0.0000000000
3.1700000000,-4.2259470000,0.0000000000
3.1800000000,-4.2431270000,0.0000000000
3.1900000000,-4.2602570000,0.0000000000
3.2000000000,-4.2773380000,0.0000000000
3.2100000000,-4.2943680000,0.0000000000
3.2200000000,-4.3113470000,0.0000000000
3.2300000000,-4.3282750000,0.0000000000
3.2400000000,-4.3451500000,0.0000000000
3.2500000000,-4.3619710000,0.0000000000
3.2600000000,-4.3787400000,0.0000000000
3.2700000000,-4.3954530000,0.0000000000
3.2800000000,-4.4121120000,0.0000000000
3.2900000000,-4.4287150000,0.0000000000
3.3000000000,-4.4452610000,0.0000000000
3.3100000000,-4.4617500000,0.0000000000
3.3200000000,-4.4781820000,0.0000000000
3.3300000000,-4.4945550000,0.0000000000
3.3400000000,-4.5108700000,0.0000000000
3.3500000000,-4.5271240000,0.0000000000
3.3600000000,-4.5433190000,0.0000000000
3.3700000000,-4.5594520000,0.0000000000
3.3800000000,-4.5755240000,0.0000000000
3.3900000000,-4.5915340000,0.0000000000
3.4000000000,-4.6074800000,0.0000000000
3.4100000000,-4.6233640000,0.0000000000
3.4200000000,-4.6391830000,0.0000000000
3.4300000000,-4.6549380000,0.0000000000
3.4400000000,-4.6706270000,0.0000000000
3.4500000000,-4.6862500000,0.0000000000
3.4600000000,-4.7018070000,0.0000000000
3.4700000000,-4.7172960000,0.0000000000
3.4800000000,-4.7327180000,0.0000000000
3.4900000000,-4.7480710000,0.0000000000
3.5000000000,-4.7633560000,0.0000000000
3.5100000000,-4.7785700000,0.0000000000
3.5200000000,-4.7937150000,0.0000000000
3.5300000000,-4.8087890000,0.0000000000
3.5400000000,-4.8237910000,0.0000000000
3.5500000000,-4.8387210000,0.0000000000
3.5600000000,-4.8535790000,0.0000000000
3.5700000000,-4.8683630000,0.0000000000
3.5800000000,-4.8830740000,0.0000000000
3.5900000000,-4.8977100000,0.0000000000
3.6000000000,-4.9122720000,0.0000000000
3.6100000000,-4.9267580000,0.0000000000
3.6200000000,-4.9411680000,0.0000000000
3.6300000000,-4.9555010000,0.0000000000
3.6400000000,-4.9697570000,0.0000000000
3.6500000000,-4.9839360000,0.0000000000
3.6600000000,-4.9980360000,0.0000000000
3.6700000000,-5.0120570000,0.0000000000
3.6800000000,-5.0259980000,0.0000000000
3.6900000000,-5.0398600000,0.0000000000
3.7000000000,-5.0536410000,0.0000000000
3.7100000000,-5.0673410000,0.0000000000
3.7200000000,-5.0809600000,0.0000000000
3.7300000000,-5.0944960000,0.0000000000
3.7400000000,-5.1079500000,0.0000000000
3.7500000000,-5.1213200000,0.0000000000
3.7600000000,-5.1346070000,0.0000000000
3.7700000000,-5.1478090000,0.0000000000
3.7800000000,-5.1609270000,0.0000000000
3.7900000000,-5.1739590000,0.0000000000
3.8000000000,-5.1869060000,0.0000000000
3.8100000000,-5.1997660000,0.0000000000
3.8200000000,-5.2125390000,0.0000000000
3.8300000000,-5.2252250000,0.0000000000
3.8400000000,-5.2378230000,0.0000000000
3.8500000000,-5.2503330000,0.0000000000
3.8600000000,-5.2627540000,0.0000000000
3.8700000000,-5.2750860000,0.0000000000
3.8800000000,-5.2873280000,0.0000000000
3.8900000000,-5.2994790000,0.0000000000
3.9000000000,-5.3115400000,0.0000000000
3.9100000000,-5.3235090000,0.0000000000
3.9200000000,-5.3353870000,0.0000000000
3.9300000000,-5.3471720000,0.0000000000
3.9400000000,-5.3588650000,0.0000000000
3.9500000000,-5.3704650000,0.0000000000
3.9600000000,-5.3819710000,0.0000000000
3.9700000000,-5.3933830000,0.0000000000
3.9800000000,-5.4047010000,0.0000000000
3.9900000000,-5.4159240000,0.0000000000
4.0000000000,-5.4270510000,0.0000000000
4.0100000000,-5.4380820000,0.0000000000
4.0200000000,-5.4490180000,0.0000000000
4.0300000000,-5.4598560000,0.0000000000
4.0400000000,-5.4705980000,0.0000000000
4.0500000000,-5.4812420000,0.0000000000
4.0600000000,-5.4917880000,0.0000000000
4.0700000000,-5.5022350000,0.0000000000
4.0800000000,-5.5125840000,0.0000000000
4.0900000000,-5.5228340000,0.0000000000
4.1000000000,-5.5329840000,0.0000000000
4.1100000000,-5.5430340000,0.0000000000
4.1200000000,-5.5529830000,0.0000000000
4.1300000000,-5.5628320000,0.0000000000
4.1400000000,-5.5725800000,0.0000000000
4.1500000000,-5.5822260000,0.0000000000
4.1600000000,-5.5917700000,0.0000000000
4.1700000000,-5.6012120000,0.0000000000
4.1800000000,-5.6105510000,0.0000000000
4.1900000000,-5.6197870000,0.0000000000
4.2000000000,-5.6289200000,0.0000000000
4.2100000000,-5.6379490000,0.0000000000
4.2200000000,-5.6468740000,0.0000000000
4.2300000000,-5.6556940000,0.0000000000
4.2400000000,-5.6644090000,0.0000000000
4.2500000000,-5.6730200000,0.0000000000
4.2600000000,-5.6815240000,0.0000000000
4.2700000000,-5.6899230000,0.0000000000
4.2800000000,-5.6982160000,0.0000000000
4.2900000000,-5.7064020000,0.0000000000
4.3000000000,-5.7144810000,0.0000000000
4.3100000000,-5.7224530000,0.0000000000
4.3200000000,-5.7303180000,0.0000000000
4.3300000000,-5.7380750000,0.0000000000
4.3400000000,-5.7457240000,0.0000000000
4.3500000000,-5.7532640000,0.0000000000
4.3600000000,-5.7606960000,0.0000000000
4.3700000000,-5.7680180000,0.0000000000
4.3800000000,-5.7752320000,0.0000000000
4.3900000000,-5.7823350000,0.0000000000
4.4000000000,-5.7893290000,0.0000000000
4.4100000000,-5.7962130000,0.0000000000
4.4200000000,-5.8029870000,0.0000000000
4.4300000000,-5.8096500000,0.0000000000
4.4400000000,-5.8162020000,0.0000000000
4.4500000000,-5.8226420000,0.0000000000
4.4600000000,-5.8289720000,0.0000000000
4.4700000000,-5.8351890000,0.0000000000
4.4800000000,-5.8412950000,0.0000000000
4.4900000000,-5.8472880000,0.0000000000
4.5000000000,-5.8531700000,0.0000000000
4.5100000000,-5.8589380000,0.0000000000
4.5200000000,-5.8645940000,0.0000000000
4.5300000000,-5.8701360000,0.0000000000
4.5400000000,-5.8755650000,0.0000000000
4.5500000000,-5.8808810000,0.0000000000
4.5600000000,-5.8860830000,0.0000000000
4.5700000000,-5.8911710000,0.0000000000
4.5800000000,-5.8961450000,0.0000000000
4.5900000000,-5.9010040000,0.0000000000
4.6000000000,-5.9057490000,0.0000000000
4.6100000000,-5.9103800000,0.0000000000
4.6200000000,-5.9148950000,0.0000000000
4.6300000000,-5.9192960000,0.0000000000
4.6400000000,-5.9235810000,0.0000000000
4.6500000000,-5.9277500000,0.0000000000
4.6600000000,-5.9318040000,0.0000000000
4.6700000000,-5.9357430000,0.0000000000
4.6800000000,-5.9395650000,0.0000000000
4.6900000000,-5.9432720000,0.0000000000
4.7000000000,-5.9468620000,0.0000000000
4.7100000000,-5.9503360000,0.0000000000
4.7200000000,-5.9536930000,0.0000000000
4.7300000000,-5.9569340000,0.0000000000
4.7400000000,-5.9600580000,0.0000000000
4.7500000000,-5.9630650000,0.0000000000
4.7600000000,-5.9659550000,0.0000000000
4.7700000000,-5.9687280000,0.0000000000
4.7800000000,-5.9713840000,0.0000000000
4.7900000000,-5.9739230000,0.0000000000
4.8000000000,-5.9763440000,0.0000000000
4.8100000000,-5.9786480000,0.0000000000
4.8200000000,-5.9808340000,0.0000000000
4.8300000000,-5.9829020000,0.0000000000
4.8400000000,-5.9848530000,0.0000000000
4.8500000000,-5.9866860000,0.0000000000
4.8600000000,-5.9884010000,0.0000000000
4.8700000000,-5.9899980000,0.0000000000
4.8800000000,-5.9914770000,0.0000000000
4.8900000000,-5.9928380000,0.0000000000
4.9000000000,-5.9940800000,0.0000000000
4.9100000000,-5.9952050000,0.0000000000
4.9200000000,-5.9962110000,0.0000000000
4.9300000000,-5.9970990000,0.0000000000
4.9400000000,-5.9978680000,0.0000000000
4.9500000000,-5.9985200000,0.0000000000
4.9600000000,-5.9990530000,0.0000000000
4.9700000000,-5.9994670000,0.0000000000
4.9800000000,-5.9997630000,0.0000000000
4.9900000000,-5.9999410000,0.0000000000
5.0000000000,-6.0000000000,0.0000000000
5.0100000000,-5.9999410000,0.0000000000
5.0200000000,-5.9997630000,0.0000000000
5.0300000000,-5.9994670000,0.0000000000
5.0400000000,-5.9990530000,0.0000000000
5.0500000000,-5.9985200000,0.0000000000
